date_id,precipitation,temp_max,temp_min,wind,humidity,pressure,solar_radiation,visibility,weather_id,cloudiness_id,estacion_id
1,44.59948276907904,24.623334117179443,14.194787573808831,6.343067860113481,72.1648375030048,1047.1592659544924,355.71926028332246,2.5540309673088424,1,1,1
2,42.00504537833938,5.424690878564888,4.754055117229733,1.9650570537357372,61.847605409835325,1015.7122752777442,320.12852006379575,16.960025935639973,2,1,1
3,40.04180734367785,4.626001857927168,2.752717203448263,8.278839155872738,70.86715505938872,1032.346048324288,206.29422562820588,5.264422030692808,1,1,1
4,11.733310358238198,33.90070291904585,15.585794103298076,4.369015168282762,82.69274109762132,1018.3289733573556,340.8295620663386,1.6504435597667122,2,1,1
5,25.823081435745014,16.212155455304277,2.0453796069238632,4.709305035119552,93.49540752562268,1040.7797592090346,1171.1002622349083,5.27430045343009,3,2,1
6,16.171726455963526,4.652273279406348,0.3620421312977822,7.379241452952168,52.77039212600099,1005.365594853836,568.7058535105199,17.48342913126107,1,1,1
7,4.220425593654414,5.967057221652299,-6.156825513822646,6.004037654654758,34.220279919138534,1032.6001868313183,72.66991284078009,1.5171439180400623,3,1,1
8,14.117154022788393,26.352166974331556,-1.959474332170512,3.749566546552416,50.79728098766911,984.6141191707648,444.7936670024293,0.4111918334898767,2,1,1
9,32.86870985911933,18.96760767567008,11.54197660277528,0.9721009309684092,54.54630150822107,1041.2917850164563,853.3031975641582,5.214021272556268,2,2,1
10,11.979766106332947,22.15804320740168,-4.770251849869891,1.035354412915252,92.1622348423449,989.7826942983606,624.9026546423933,8.557448207596664,2,3,1
11,15.779057958254496,30.46920664463761,8.010894655210436,4.764484558256105,38.231167317585125,998.442030072946,1053.1762819564751,17.049121334141596,2,2,1
12,20.939082936698057,21.86652292557366,6.4807718959233735,4.36244609656068,33.45797704482133,991.4686055740714,1067.9909373764408,2.849583698523559,2,2,1
13,28.39457262756844,16.4492483800629,4.022638960998338,4.892705991462388,78.61120976019745,1048.7773336034609,1184.5399189700695,18.376929760314017,3,2,1
14,29.185923951367993,13.765551768059877,2.718690803389926,4.62710301797604,32.11103144021315,1011.9510690817154,860.5307649178337,19.396116980353547,3,2,1
15,29.500287804149966,17.095742433389617,4.014082678238983,4.866926456773718,78.5264281030372,1020.9482711125048,852.9627140786017,5.419198673050003,3,2,1
16,33.70062622546857,2.3061759754955613,-6.400887355119166,6.709372969399456,51.16697303609884,986.4501496007092,963.006996337872,8.518178214555562,1,2,1
17,28.030738393006644,19.13229988091941,2.901239588408201,5.677157532662227,46.06050444437437,983.8974883109726,680.6499900512096,7.954968307345672,3,1,1
18,43.85343088304559,-1.4065170031827776,-5.369432976614142,6.236682229769156,94.88349136717451,1033.655947346284,678.0283218999475,15.21825467235227,1,1,1
19,25.550398360106108,14.008806144222538,-3.015845775573343,8.123201302850617,57.73188569079344,1049.8171014290187,42.39356429410552,17.89446245925668,1,1,1
20,15.057073466979526,22.63685238588866,-5.528594830262934,0.5340395544940448,79.71229211284367,1046.7743692958954,43.38638403943285,1.0867016855398903,2,1,1
21,51.5936270827911,3.397418822255107,-1.02206377619568,6.22309816595883,38.318496954865694,1008.8172093067236,164.73805989852372,17.89719344793793,1,1,1
22,44.48118019744516,19.8234994781876,6.233400435613987,6.632105961440101,72.54491330236536,1044.43773107325,856.6715853920789,4.098298649416428,1,2,1
23,14.610800283272622,26.685719749804147,-2.525335973861388,7.716540269550506,60.2585030576212,1046.0608082808958,1035.5096197833354,8.077505972251624,1,2,1
24,31.414035284089238,13.004723370938503,9.14926473628984,5.206307503138604,83.72091625416572,1028.9154725791377,125.25563181782516,13.2136276288696,1,1,1
