date,precipitation,temp_max,temp_min,wind,humidity,pressure,solar_radiation,visibility,weather_id,cloudiness_id,estacion_id,temp_avg,temp_incr
1956-01-01,22.69216719643636,31.897725283666887,-3.786041365405396,6.678796032705673,69.84296624471583,1028.0028814868149,263.78699969685294,5.985422004210845,1,1,3,14.055841959130746,35.68376664907228
1956-01-02,6.899748910171024,0.0833886466647964,-6.584432216310326,4.125875868901718,80.99915864005061,986.5837616536514,1088.932607831726,6.884725115663892,3,2,3,-3.2505217848227645,6.667820862975122
1956-01-03,40.23661880539264,10.479298046642608,5.9150306285350105,9.062513042765572,75.98422915824452,1037.395793124128,162.65324470316122,15.052685574603691,1,1,3,8.19716433758881,4.5642674181075975
1956-01-04,30.290877792709548,26.741957942167147,3.601319111731863,0.7117812295510451,41.466251664412496,1010.6795704285888,986.3399899951908,4.903030458267508,2,2,3,15.171638526949504,23.140638830435286
1956-01-05,48.215827086844456,10.86413075905229,-1.1476796945067864,9.339502415322402,46.07323383975553,1017.1535631012244,1150.6261261233894,18.866497604557654,1,2,3,4.858225532272752,12.011810453559077
1956-01-06,21.666788955590967,21.580580089996147,6.347389318122133,1.3771764978820888,46.03797697630352,996.05988270281,874.7112921504162,17.33668297631954,2,2,3,13.96398470405914,15.233190771874014
1956-01-07,8.509689582818787,1.2202511705417185,-3.02253115267722,5.798244361832832,92.67599352281503,1005.1390564431688,389.5294129576429,16.788897670721692,3,1,3,-0.9011399910677508,4.242782323218939
1956-01-08,10.734260556404308,11.19140029470736,0.3174606696396145,6.0604992757499305,57.61301147199645,1038.4415715235816,161.97013832289215,12.983049799478202,1,1,3,5.754430482173488,10.873939625067745
1956-01-09,43.99834554040549,31.48199361261068,3.149813415405239,5.547369222266624,75.79346180137296,1040.9243158303811,229.1278633872854,14.379599758745965,1,1,3,17.31590351400796,28.33218019720544
1956-01-10,5.935641436014693,29.071211540074216,-4.621333102262943,1.8559540844584,70.21482316049143,1043.6874179439765,487.3496612471911,17.713791873333488,3,1,3,12.224939218905636,33.69254464233716
1956-01-11,43.919708421521385,11.79697711846448,-3.823114266539788,8.683941907672654,34.29401015650373,1047.1830016637764,225.57108792301435,0.7063539049389722,1,1,3,3.9869314259623456,15.620091385004267
1956-01-12,40.89231567643563,4.392102990040575,-6.044377766922852,4.127873976144816,78.10250216485069,1035.080295584353,609.244807648609,6.96160870123615,2,1,3,-0.8261373884411385,10.436480756963427
1956-01-13,42.682898584727454,6.4632910661039835,-2.0209152341916097,6.0288018221446755,60.79909382865887,1028.269798875778,472.528772150332,4.3646958862735925,3,1,3,2.221187915956187,8.484206300295593
1956-01-14,44.47348149301927,8.534479142167392,2.002547298539632,7.929729668144534,71.53581627693197,1004.8356259240632,1190.514558342645,6.193131969195922,1,2,3,5.268513220353512,6.53193184362776
1956-01-15,28.04526838195513,1.6514790962765158,-5.835286520939054,8.26379642914399,67.00593219298008,1016.407796426092,899.9977124914608,5.957874477644372,1,2,3,-2.091903712331269,7.486765617215569
1956-01-16,2.3191355436159795,8.132479911924328,3.857349927914994,3.969934489937185,91.0900625390364,1044.65991414703,1144.051698160993,8.043424334260589,3,2,3,5.994914919919661,4.275129984009334
1956-01-17,12.951968360906667,32.31339039143816,-5.342506637659449,8.905299426346096,85.10959577452365,1011.5828472481508,918.3678974319832,1.4658760363932877,1,2,3,13.485441876889357,37.65589702909761
1956-01-18,41.13894876422312,8.791131823025765,-3.7564205216392375,7.997027353136927,37.59073273790153,1037.25763908164,426.0946538067597,15.34761423598338,1,1,3,2.517355650693264,12.547552344665002
1956-01-19,27.989746914149784,21.250693843637244,2.710674263205094,4.424081824934437,30.534297565007115,1036.6122907694537,608.0951387116569,16.177484168731123,2,1,3,11.980684053421168,18.54001958043215
